sm89-q000;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;你今天穿这条裙子超好看！在哪买的？我也要冲！
sm89-q001;;/workspace/index-tts/data/audio/old/男新闻.wav;她送我的那束花，美到我眼眶都红了。
sm89-q002;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;天哪那家甜品店今天居然半价，必须冲！
sm89-q003;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;我刚买了那条裙子，简直绝了！
sm89-q004;;/workspace/index-tts/data/audio/old/男新闻.wav;他居然记得我生日，我感动得差点哭出来。
sm89-q005;;/workspace/index-tts/data/audio/old/huge_final.wav;约会对象居然穿皮裤，我当场想走人。
sm89-q006;;/workspace/index-tts/data/audio/old/huge_final.wav;你新发型也太好看了吧，羡慕嫉妒恨！
sm89-q007;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;我妈又催我相亲，烦得我直接挂电话了。
sm89-q008;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;今天逛街看到一双超美的鞋，买不起好气哦。
sm89-q009;;/workspace/index-tts/data/audio/old/positive_denoised.wav;又买了两双鞋，这个月信用卡要爆了，后悔死。
sm89-q010;;/workspace/index-tts/data/audio/old/女新闻.wav;你猜我在健身房看到谁了？简直不敢相信！
sm89-q011;;/workspace/index-tts/data/audio/old/huge_final.wav;这鬼天气闷得我喘不过气，烦死了。
sm89-q012;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;天哪！那个明星居然偷偷结婚了！
sm89-q013;;/workspace/index-tts/data/audio/old/女新闻.wav;气死我了，他说好一起看电影又放鸽子。
sm89-q014;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;刚喝到一杯咖啡苦到怀疑人生，你赶紧来救我。
sm89-q015;;/workspace/index-tts/data/audio/old/positive_denoised.wav;我昨晚失眠到三点，现在眼皮都在打架，撑不住了。
sm89-q016;;/workspace/index-tts/data/audio/old/positive_denoised.wav;你知不知道我刚才差点踩到一坨狗屎，吓死我了。
sm89-q017;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;甜品店那个草莓蛋糕，我简直想冲进去抢啊！
sm89-q018;;/workspace/index-tts/data/audio/old/positive_denoised.wav;他说他遇到大麻烦了，我心脏都快跳出来了。
sm89-q019;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;包裹到了！新裙子绝美，我真的爱了。
sm89-q020;;/workspace/index-tts/data/audio/old/zhoujielun_final_denoised.wav;我妈居然催我相亲，我笑到肚子痛。
sm89-q021;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;逛街看到你前男友了，他居然胖了一圈，笑死。
sm89-q022;;/workspace/index-tts/data/audio/old/huge_final.wav;我刚刚一口气看完那部剧，哭得稀里哗啦。
sm89-q023;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;昨晚梦到被追，吓得我直接醒过来。
sm89-q024;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;今天地铁上有人踩我脚还不道歉，气死我了，真没素质。
sm89-q025;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;你上次说的那部电影我看了，哭得稀里哗啦，推荐！
sm89-q026;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;刚看到那个包包打折，我心跳都漏了一拍，太绝了！
sm89-q027;;/workspace/index-tts/data/audio/old/女新闻.wav;那家火锅店居然关门了，我哭了好吗？
sm89-q028;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;天气预报说今天下雨，结果阳光超好哎。
sm89-q029;;/workspace/index-tts/data/audio/old/zhoujielun_final_denoised.wav;我照镜子发现额头爆了三颗痘，这日子没法过了。
sm89-q030;;/workspace/index-tts/data/audio/old/男新闻.wav;你今天中午吃什么呀？我纠结死了，啥都不想动。
sm89-q031;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;我怀疑我老板在偷偷看我朋友圈，他点赞了！
sm89-q032;;/workspace/index-tts/data/audio/old/女新闻.wav;你别走嘛！再陪我聊五分钟，就五分钟。
sm89-q033;;/workspace/index-tts/data/audio/old/男新闻.wav;那个展览排队两小时，气死我了，转身就走了。
sm89-q034;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;周末那个音乐节入场券抢到了，我尖叫了！
sm89-q035;;/workspace/index-tts/data/audio/old/huge_final.wav;你升职啦？今晚我请客不醉不归！
sm89-q036;;/workspace/index-tts/data/audio/old/huge_final.wav;今天心情烂到爆，你说我该怎么办？
sm89-q037;;/workspace/index-tts/data/audio/old/男新闻.wav;你怎么又加班，我都无聊到数羊了！
sm89-q038;;/workspace/index-tts/data/audio/old/huge_final.wav;闺蜜你休息没？我失恋了，需要你肩膀靠一下。
sm89-q039;;/workspace/index-tts/data/audio/old/positive_denoised.wav;这雨下得没完没了，衣服都晒不干！
sm89-q040;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;真的假的？她俩居然在一起了？好意外！
sm89-q041;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;闺蜜你昨天那顿火锅我还在回味呢。
sm89-q042;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;昨天看了那部电影，哭得我眼睛都肿了。
sm89-q043;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;我都等了半小时了，他是不是忘了啊？
sm89-q044;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;人家好想你嘛，快出来陪我喝杯咖啡。
sm89-q045;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;决赛紧张？天哪，我手里咖啡都洒了。
sm89-q046;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;表妹婚礼？下个月16号，我裙子还没买呢！
sm89-q047;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;听说隔壁小王和前台小姐姐好上了？真劲爆！
sm89-q048;;/workspace/index-tts/data/audio/old/huge_final.wav;那家火锅店排队一小时，味道居然一般般。
sm89-q049;;/workspace/index-tts/data/audio/old/zhoujielun_final_denoised.wav;刚那奶茶店小哥居然夸我裙子好看，开心得要命。
sm89-q050;;/workspace/index-tts/data/audio/old/positive_denoised.wav;天哪，那家新开的咖啡馆居然有我最爱的提拉米苏！
sm89-q051;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;这个猫把狗吓得跳起来，笑死我了。
sm89-q052;;/workspace/index-tts/data/audio/old/huge_final.wav;我穿这条裙子简直无敌了！
sm89-q053;;/workspace/index-tts/data/audio/old/男新闻.wav;你陪我去染个粉色头发吧，就今天！
sm89-q054;;/workspace/index-tts/data/audio/old/男新闻.wav;你猜怎么着，我竟然在地铁上碰到吴彦祖了！
sm89-q055;;/workspace/index-tts/data/audio/old/zhoujielun_final_denoised.wav;你猜我看到谁了，前男友居然在便利店买泡面，太惨了吧！
sm89-q056;;/workspace/index-tts/data/audio/old/女新闻.wav;邻居的狗叫了一下午，我脑袋快炸了。
sm89-q057;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;刚才地铁站那个男生好帅啊！
sm89-q058;;/workspace/index-tts/data/audio/old/女新闻.wav;一个人吃蛋糕，蜡烛都没人吹……
sm89-q059;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;你男朋友昨天穿得好像圣诞树。
sm89-q060;;/workspace/index-tts/data/audio/old/huge_final.wav;天哪！我们下午就在那钓鱼？！这也太吓人了吧。
sm89-q061;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;最近地铁上总能闻到好奇怪的香水味，好恶心。
sm89-q062;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;那个渣男又给我发消息，我直接拉黑。
sm89-q063;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;天哪，我昨天居然梦到我们一起去了南极！
sm89-q064;;/workspace/index-tts/data/audio/old/positive_denoised.wav;刚才那个鬼片镜头吓得我手机都扔了。
sm89-q065;;/workspace/index-tts/data/audio/old/zhoujielun_final_denoised.wav;你送我的耳环太漂亮了感动哭。
sm89-q066;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;他居然忘了我们纪念日，气死我了。
sm89-q067;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;你猜我在酒吧碰到谁了？前男友！他胖了一圈。
sm89-q068;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;刚才地铁上有个男生对我笑了，好心动！
sm89-q069;;/workspace/index-tts/data/audio/old/女新闻.wav;楼下咖啡馆的蛋糕也太好吃了，我差点把盘子舔干净。
sm89-q070;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;快看！我拍卖会上抢到的复古胸针，才花了五十块，赚翻了！
sm89-q071;;/workspace/index-tts/data/audio/old/男新闻.wav;那部电影我刷了三遍，每次看都哭得不行。
sm89-q072;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;那条裙子打折居然没我的码，太崩溃了。
sm89-q073;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;突然好想你啊，明天出来喝咖啡好不好？
sm89-q074;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;天哪那条裙子打折了我必须拿下！
sm89-q075;;/workspace/index-tts/data/audio/old/女新闻.wav;快看那个限量款包，五折诶，我的天！
sm89-q076;;/workspace/index-tts/data/audio/old/positive_denoised.wav;你知道吗，他居然给我送花了！我吓一跳！
sm89-q077;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;我妈又催我相亲，烦得我想连夜买票去西藏。
sm89-q078;;/workspace/index-tts/data/audio/old/zhoujielun_final_denoised.wav;刚做完脸，皮肤好到发光。
sm89-q079;;/workspace/index-tts/data/audio/old/positive_denoised.wav;新开的咖啡店装修好美，但拿铁甜得我直皱眉。
sm89-q080;;/workspace/index-tts/data/audio/old/positive_denoised.wav;我在地铁上看到一只超可爱的柯基，心都化了。
sm89-q081;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;下雨天好烦，想窝在被子里一整天。
sm89-q082;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;你猜我刚才遇到谁了？简直不敢相信！
sm89-q083;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;今天逛街看到那条裙子，美得我直接尖叫出声。
sm89-q084;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;刚发现新买的裙子打折，亏了三百块，气死我了！
sm89-q085;;/workspace/index-tts/data/audio/old/zhoujielun_final_denoised.wav;我的天，这衬衫打折打到骨折，必须拿下！
sm89-q086;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;那个明星塌房了？我昨晚还刷到他帅照呢。
sm89-q087;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;我突然好想吃麻辣烫，现在立刻马上！
sm89-q088;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;我昨天遇到一个超级讨厌的男生。
sm89-q089;;/workspace/index-tts/data/audio/old/女新闻.wav;她那条朋友圈发得也太绿茶了，受不了。
sm89-q090;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;快看路边那只柯基，屁股扭得我心情超好！
sm89-q091;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;健身房刚办卡就懒得动，钱白花了后悔死。
sm89-q092;;/workspace/index-tts/data/audio/old/huge_final.wav;健身房那个教练身材好到让人流鼻血。
sm89-q093;;/workspace/index-tts/data/audio/old/男新闻.wav;你上次送我的礼物我好感动！
sm89-q094;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;那边有只超萌的柯基，我们快过去看看！
sm89-q095;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;这个月又超支了，我要剁手！
sm89-q096;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;我刚做了个超棒的蛋糕，你快来尝尝嘛，保证好吃！
sm89-q097;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;今天天气好好啊，你请假陪我去野餐好不好嘛？
sm89-q098;;/workspace/index-tts/data/audio/old/huge_final.wav;今天被同事莫名其妙怼了，气死我了。
sm89-q099;;/workspace/index-tts/data/audio/old/zhoujielun_final_denoised.wav;口红试色翻车了，涂上去像刚吃了小孩。
sm89-q100;;/workspace/index-tts/data/audio/old/男新闻.wav;天哪你这条裙子也太绝了吧！
sm89-q101;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;楼下那家奶茶店居然关门了，我的快乐源泉没了！
sm89-q102;;/workspace/index-tts/data/audio/old/positive_denoised.wav;我膝盖都软了，你赶紧扶我一下。
sm89-q103;;/workspace/index-tts/data/audio/old/女新闻.wav;你猜我刚刚在电梯里遇到谁了，说出来吓你一跳。
sm89-q104;;/workspace/index-tts/data/audio/old/xiaoyuan_gao.wav;你这件裙子也太好看了吧，哪里买的快告诉我！
sm89-q105;;/workspace/index-tts/data/audio/old/zhoujielun_final_denoised.wav;加班又没赶上末班车，这破班我是一秒都不想上了。
sm89-q106;;/workspace/index-tts/data/audio/old/positive_denoised.wav;地铁那男的踩我脚还不道歉，真想骂人。
sm89-q107;;/workspace/index-tts/data/audio/old/男新闻.wav;那个渣男又发朋友圈秀恩爱，看得我血压都飙了。
sm89-q108;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;你今天穿那件风衣绝对炸街，别犹豫了！
sm89-q109;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;天哪，这家咖啡厅的蛋糕也太好吃了吧！
sm89-q110;;/workspace/index-tts/data/audio/old/zhoujielun_final_denoised.wav;好烦啊，我新买的耳环又不知道丢哪儿去了。
sm89-q111;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;我刚刚看到那个咖啡馆新开张！必须去试试。
sm89-q112;;/workspace/index-tts/data/audio/old/positive_denoised.wav;你昨天爽约我真的好难过啊。
sm89-q113;;/workspace/index-tts/data/audio/old/男新闻.wav;你竟然偷偷给我买了这个！太爱你了！
sm89-q114;;/workspace/index-tts/data/audio/old/女新闻.wav;啊？你居然加班到现在？太过分了吧。
sm89-q115;;/workspace/index-tts/data/audio/old/yangying_final_denoised.wav;收到一条前任的消息，真烦。
sm89-q116;;/workspace/index-tts/data/audio/old/男新闻.wav;他居然忘记我生日了，气死我了！
sm89-q117;;/workspace/index-tts/data/audio/old/mingxiang_gao.wav;明明不是我的错，为什么都怪我。
sm89-q118;;/workspace/index-tts/data/audio/old/女新闻.wav;你猜怎么着，我养的猫居然学会开冰箱了，太离谱了！
sm89-q119;;/workspace/index-tts/data/audio/old/zhangjingyi_final.wav;这节普拉提课简直要了我的老命。
